Anode No,Anode Category,EL. Zone (m),"Depletion 
May 2001","Depletion 
Feb 2014","Depletion 
April 2016","Depletion 
July 2024",Depletion Category,Unnamed: 8,Ia,Unnamed: 10,Unnamed: 11,Anode Stage (Ori),Anode Quantity (Ori),Ia' (A'),∑Ia' (A'),Unnamed: 16,Anode Stage (retrofit),Anode Quantity (retrofit),Ia_r(A_r),∑Ia_r(A_r)
BAN254,Original,-92.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN255,Original,-87.13,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN256,Original,-87.13,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN257,Original,-101.38,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN258,Original,-87.13,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN259,Original,-87.13,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN260,Original,-101.38,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN261,Original,-89.4,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN262,Original,-96.63,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN263,Original,-101.0,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN264,Original,-106.13,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN265,Original,-104.94,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN266,Original,-97.81,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN267,Original,-90.69,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN268,Original,-83.56,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN269,Original,-83.56,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN270,Original,-90.69,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN271,Original,-97.81,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN272,Original,-104.94,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN273,Original,-89.5,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN274,Original,-94.25,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN275,Original,-99.0,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN276,Original,-106.65,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN277,Original,-88.55,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN278,Original,-94.25,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN279,Original,-99.95,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN280,Original,-105.65,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN281,Original,-104.94,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN282,Original,-97.81,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN283,Original,-90.69,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN284,Original,-83.56,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN285,Original,-83.56,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN286,Original,-90.69,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN287,Original,-97.81,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN288,Original,-104.94,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN289,Original,-89.7,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN290,Original,-96.63,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN291,Original,-99.35,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN292,Original,-106.13,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN293,Original,-87.13,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN294,Original,-94.25,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN295,Original,-97.7,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN296,Original,-104.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN297,Original,-108.2,0.1,61-70%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN298,Original,-87.13,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN299,Original,-83.56,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN300,Original,-97.81,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN301,Original,-104.94,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN302,Original,-84.75,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN303,Original,-98.0,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN304,Original,-104.8,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN305,Original,-87.13,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN306,Original,-94.25,0.1,51-60%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN307,Original,-97.81,0.1,21-30%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN308,Original,-104.94,0.1,21-30%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN309,Original,-104.94,0.1,51-60%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN310,Original,-87.13,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN311,Original,-83.56,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN312,Original,-97.81,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN313,Original,-104.94,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN314,Original,-90.69,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN315,Original,-97.81,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN316,Original,-104.94,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN317,Original,-108.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN318,Original,-108.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN319,Original,-108.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN320,Original,-108.5,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN321,Original,-108.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN322,Original,-108.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN323,Original,-108.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN324,Original,-108.5,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN325,Original,-108.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN326,Original,-108.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN327,Original,-108.5,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN328,Original,-108.5,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN329,Original,-108.5,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN330,Original,-108.5,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN331,Original,-108.5,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN332,Original,-108.5,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN333,Original,-108.5,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN334,Original,-108.5,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN335,Original,-108.5,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN336,Original,-108.5,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN337,Original,-114.64,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN338,Original,-126.95,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN339,Original,-130.7,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN340,Original,-115.9,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN341,Original,-114.65,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN342,Original,-126.95,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN343,Original,-126.2,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN344,Original,-119.2,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN345,Original,-119.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN346,Original,-130.7,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN347,Original,-118.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN348,Original,-126.95,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN349,Original,-120.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN350,Original,-125.8,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN351,Original,-133.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN352,Original,-131.4,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN353,Original,-126.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN354,Original,-119.3,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN355,Original,-115.4,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN356,Original,-115.2,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN357,Original,-118.8,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN358,Original,-123.88,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN359,Original,-131.0,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN360,Original,-112.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN361,Original,-124.4,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN362,Original,-129.0,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN363,Original,-117.73,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN364,Original,-123.88,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN365,Original,-128.0,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN366,Original,-130.8,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN367,Original,-127.3,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN368,Original,-119.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN369,Original,-116.4,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN370,Original,-115.2,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN371,Original,-119.8,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN372,Original,-128.0,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN373,Original,-132.5,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN374,Original,-117.73,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN375,Original,-123.88,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN376,Original,-130.03,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN377,Original,-125.0,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN378,Original,-117.2,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN379,Original,-128.9,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN380,Original,-134.4,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN381,Original,-134.4,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN382,Original,-129.9,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN383,Original,-115.9,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN384,Original,-118.7,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN385,Original,-127.0,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN386,Original,-134.4,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN387,Original,-113.43,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN388,Original,-123.3,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN389,Original,-133.17,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN390,Original,-123.3,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN391,Original,-116.7,0.1,51-60%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN392,Original,-128.7,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN393,Original,-134.4,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN394,Original,-134.4,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN395,Original,-127.0,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN396,Original,-115.9,0.1,51-60%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN397,Original,-115.9,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN398,Original,-127.0,0.1,11-20%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN399,Original,-134.4,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN400,Original,-119.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN401,Original,-127.0,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN402,Original,-134.4,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN403,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN404,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN405,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN406,Original,-138.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN407,Original,-138.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN408,Original,-138.1,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN409,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN410,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN411,Original,-138.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN412,Original,-138.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN413,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN414,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN415,Original,-138.1,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN416,Original,-138.1,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN417,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN418,Original,-138.1,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN419,Original,-138.1,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN420,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN421,Original,-138.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN422,Original,-138.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN423,Original,-138.1,0.1,21-30%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN424,Original,-138.1,0.1,91-100%,depleted,,5.0,,0.0,,,,,,,,,,,
BAN425,Original,-138.1,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN426,Original,-138.1,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN427,Original,-138.1,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN428,Original,-138.1,0.1,21-30%,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN429,Original,-138.1,0.1,21-30%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN430,Original,-138.1,0.1,21-30%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN431,Original,-138.1,0.1,41-50%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN432,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN433,Original,-138.1,0.1,41-50%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN434,Original,-138.1,0.1,41-50%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN435,Original,-138.1,0.1,41-50%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN436,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN437,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN438,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN439,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN440,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN441,Original,-138.1,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN442,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN443,Original,-138.1,0.1,41-50%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN444,Original,-138.1,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN445,Original,-138.1,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN446,Original,-138.1,0.1,61-70%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN447,Original,-138.1,0.1,51-60%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN448,Original,-138.1,0.1,41-50%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN449,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN450,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN451,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN452,Original,-138.1,0.1,41-50%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN453,Original,-138.1,0.1,21-30%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN454,Original,-133.1,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN455,Original,-133.1,0.1,21-30%,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN456,Original,-133.1,0.1,61-70%,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN457,Original,-133.1,0.1,0-5%,1-25%,,1.0,,0.7652696676314977,,,,,,,,,,,
BAN458,Original,-128.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN459,Original,-128.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN460,Original,-138.1,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN461,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN462,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN463,Original,-130.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN464,Original,-135.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN465,Original,-130.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN466,Original,-135.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN467,Original,-130.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN468,Original,-135.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN469,Original,-138.1,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN470,Original,-138.1,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN471,Original,-138.1,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN472,Original,-128.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN473,Original,-128.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN474,Original,-130.6,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN475,Original,-135.6,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN476,Original,-130.6,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN477,Original,-135.6,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN478,Original,-130.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN479,Original,-135.6,0.1,,26-50%,,2.0,,1.5305469997246555,,,,,,,,,,,
BAN480,Original,-128.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN481,Original,-131.2,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN482,Original,-128.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN483,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN484,Original,-138.1,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN485,Original,-130.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN486,Original,-135.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN487,Original,-130.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN488,Original,-135.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN489,Original,-130.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN490,Original,-135.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN491,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN492,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN493,Original,-138.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN494,Original,-128.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN495,Original,-128.1,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN496,Original,-130.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN497,Original,-135.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN498,Original,-130.6,0.1,,76-100%,,4.0,,3.061100146467988,,,,,,,,,,,
BAN499,Original,-135.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN500,Original,-130.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
BAN501,Original,-135.6,0.1,,51-75%,,3.0,,2.2958371011935386,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
SLED-1-BAN001,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-1-BAN002,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-1-BAN003,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-1-BAN004,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-1-BAN005,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-1-BAN006,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-1-BAN007,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-1-BAN008,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-1-BAN009,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-1-BAN010,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-2-BAN001,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-2-BAN002,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-2-BAN003,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-2-BAN004,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-2-BAN005,Retrofit,-138.1,,,,,1.0,,0.0,,,,,,,,,,,
SLED-3-BAN001,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-3-BAN002,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-3-BAN003,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-3-BAN004,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-3-BAN005,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-4-BAN001,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-4-BAN002,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-4-BAN003,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-4-BAN004,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-4-BAN005,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-5-BAN001,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
SLED-5-BAN002,Retrofit,-138.1,,,,1-25%,1.0,,2.440122387217771,,,,,,,,,,,
